train_loss,train_error,test_loss,test_error,epoch
0.002778930589556694,tensor(0.1173),0.0026756718289107084,tensor(0.0976),0
0.002135347807779908,tensor(0.0648),0.002472101477906108,tensor(0.0976),1
0.001280435943044722,tensor(0.0154),0.0017504809657111764,tensor(0.0488),2
0.0009355288930237293,tensor(0.0031),0.0022392452228814363,tensor(0.0610),3
0.0007884435472078621,tensor(0.0062),0.0019964452367275953,tensor(0.0244),4
0.000726644298993051,tensor(0.0031),0.0019316885154694319,tensor(0.0610),5
0.0006272427854128182,tensor(0.),0.0018993457779288292,tensor(0.0366),6
0.0005792595911771059,tensor(0.),0.002204619348049164,tensor(0.0366),7
0.0005493482458405197,tensor(0.),0.0019125728867948055,tensor(0.0244),8
0.0005155381513759494,tensor(0.),0.002137252828106284,tensor(0.0366),9
