train_loss,train_error,test_loss,test_error,epoch
0.0006881156587041914,tensor(0.0456),0.0007663709111511707,tensor(0.0608),0
0.00040093372808769345,tensor(0.0166),0.0010021817870438099,tensor(0.0442),1
0.00029376833117567003,tensor(0.0069),0.0009842055151239038,tensor(0.0497),2
0.00020966916054021567,tensor(0.0055),0.0010439426405355334,tensor(0.0387),3
0.00014992299838922918,tensor(0.0041),0.0009048045612871647,tensor(0.0276),4
0.00010821189789567143,tensor(0.0014),0.0009602535283192992,tensor(0.0276),5
8.330250420840457e-05,tensor(0.0028),0.0009814518271014094,tensor(0.0276),6
5.668116864399053e-05,tensor(0.),0.0009785975562408566,tensor(0.0276),7
4.226930104778148e-05,tensor(0.),0.0010800319723784924,tensor(0.0276),8
3.623051452450454e-05,tensor(0.),0.0011151197832077742,tensor(0.0276),9
