train_loss,train_error,test_loss,test_error,epoch
0.00029104245477356016,0.01105076374752181,0.00037976130459521136,0.016315623313527216,0
0.00022411791832252804,0.008994194293128593,0.00026969182098665357,0.010875402738086203,1
0.00019656063439989728,0.008597468467695372,0.0002223341742302926,0.010427482658997178,2
0.00018258773838169873,0.008433592801115343,0.0002191329142740208,0.010036591218191792,3
0.0001767913276229852,0.008380426157798085,0.00020873616945622913,0.010282662421972915,4
0.00017143418762965927,0.008253830397235496,0.00020520057263307865,0.010414519749412482,5
0.00016717125079594554,0.008111512006393502,0.00018323666352609342,0.009431597819043831,6
0.00016411703420869474,0.008048438264855316,0.00018745420774476688,0.009895046008750796,7
0.0001610230328515172,0.007761853406471866,0.00017895266732507892,0.00933914087628099,8
0.00015871750523469277,0.007740283693586077,0.0001758706381555054,0.008772601648657159,9
