train_loss,train_error,test_loss,test_error,epoch
0.0002179616130888462,tensor(0.0289),0.0003430202486924827,tensor(0.0367),0
0.00010684085282264277,tensor(0.0099),0.0005285284132696688,tensor(0.0394),1
4.886677925242111e-05,tensor(0.0039),0.0006518029258586466,tensor(0.0394),2
3.651153383543715e-05,tensor(0.0013),0.0007182735716924071,tensor(0.0394),3
1.4107902643445414e-05,tensor(0.0007),0.0007445456576533616,tensor(0.0394),4
7.659369657631032e-06,tensor(0.),0.0007979018846526742,tensor(0.0394),5
5.920624062127899e-06,tensor(0.),0.0008303748327307403,tensor(0.0394),6
5.125903498992557e-06,tensor(0.),0.0008291719132103026,tensor(0.0394),7
4.320123480283655e-06,tensor(0.),0.0008640856831334531,tensor(0.0394),8
3.571415390979382e-06,tensor(0.),0.0008730604313313961,tensor(0.0394),9
