train_loss,train_error,test_loss,test_error,epoch
0.00028365386468318197,0.010956694995556241,0.0002762655984208157,0.010184941273605959,0
0.00020923924703624677,0.008878110022144928,0.0002028113789988724,0.008546232044781473,1
0.00018351309357047746,0.008621964836493134,0.0001799952948534734,0.00841427761638029,2
0.0001715108820494136,0.008506793320050528,0.00017151647724941458,0.008429407957009971,3
0.00016504663662267742,0.008385641845585457,0.0001629025226231368,0.008020705162462864,4
0.00016272386024845229,0.008462912793774372,0.00015445572783143936,0.00809237266763706,5
0.00015783064301867016,0.008296370594601693,0.0001555208433604672,0.00814747284378179,6
0.00015683719651986332,0.008347855979876443,0.00014543000592807815,0.007590362579900433,7
0.000154224835569039,0.00817116221209624,0.00014602746457305992,0.007723761574280533,8
0.00015356669083020874,0.0082385729484517,0.00014410982641327956,0.007551058433653618,9
